192.168.65.1 - - [26/Aug/2025:21:11:55 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 916 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:13:19 +0000] "GET /login?id=844f57a8-a209-44fe-bdab-210fd7e0f5f1&vscodeBrowserReqId=1756242799433 HTTP/1.1" 200 916 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.100.2 Chrome/132.0.6834.210 Electron/34.5.1 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:13:25 +0000] "GET /login HTTP/1.1" 200 916 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:13:25 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 916 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:13:26 +0000] "GET /assets/index-CIQ0rDPy.js.map HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:00 +0000] "GET /login?id=844f57a8-a209-44fe-bdab-210fd7e0f5f1&vscodeBrowserReqId=1756243140122 HTTP/1.1" 200 916 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.100.2 Chrome/132.0.6834.210 Electron/34.5.1 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:09 +0000] "GET /login HTTP/1.1" 200 916 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:09 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 916 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:09 +0000] "GET /assets/index-CIQ0rDPy.js.map HTTP/1.1" 200 308029 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:58 +0000] "GET /login HTTP/1.1" 200 916 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:58 +0000] "GET /assets/index-CIQ0rDPy.js HTTP/1.1" 200 23839 "http://localhost:8080/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:58 +0000] "GET /assets/query-B634pd0I.js HTTP/1.1" 200 8209 "http://localhost:8080/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:58 +0000] "GET /assets/vendor-C8w-UNLI.js HTTP/1.1" 200 45506 "http://localhost:8080/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:58 +0000] "GET /assets/router-brdF2gDG.js HTTP/1.1" 200 6983 "http://localhost:8080/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:58 +0000] "GET /assets/mui-B4wNfXrO.js HTTP/1.1" 200 93695 "http://localhost:8080/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:19:58 +0000] "GET /assets/index-B4HUQdL0.css HTTP/1.1" 200 48 "http://localhost:8080/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:20:09 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 916 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:20:09 +0000] "GET /assets/index-CIQ0rDPy.js.map HTTP/1.1" 200 308029 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Aug/2025:21:20:09 +0000] "GET /assets/query-B634pd0I.js.map HTTP/1.1" 200 97045 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" "-"
